Haymarket Village Centre,Walked only,3472,39.4994,2188,39.4841,1376,36.9297,384,30.165,186,36.5422
Haymarket Village Centre,Other,291,3.3106,141,2.5384,107,2.8717,71,5.5774,0,0
Haymarket Village Centre,Worked at home,183,2.0819,175,3.158,140,3.7574,57,4.4776,14,2.7505
Haymarket Village Centre,Did not go to work,893,10.1593,661,11.9187,475,12.7483,149,11.7046,31,6.0904
Haymarket Village Centre,Not stated,119,1.3538,91,1.6403,57,1.5298,22,1.7282,22,4.3222
Haymarket Village Centre,Total employed persons aged 15+,8790,100,5542,100,3726,100,1273,100,509,100
King Street Village Centre,Train,3201,26.3361,2374,22.9369,2329,25.9534,1627,22.1214,1186,19.48
King Street Village Centre,Bus,1393,11.4581,1149,11.1015,978,10.8998,757,10.2995,776,12.7391
King Street Village Centre,Tram or Ferry,3,0.0247,4,0.0387,3,0.0334,3,0.0408,12,0.197
King Street Village Centre,Taxi,120,0.9874,49,0.4768,69,0.7689,67,0.9113,83,1.3634
King Street Village Centre,Car - as driver,3174,26.1125,3044,29.4124,2463,27.4405,2115,28.7602,1627,26.7148
King Street Village Centre,Car - as passenger,255,2.0944,323,3.1238,281,3.1328,259,3.5156,265,4.3472
King Street Village Centre,Truck,13,0.107,17,0.1608,21,0.2391,0,0,0,0
King Street Village Centre,Truck,13,0.3209,17,0.4824,21,0.7174,0,0,0,0
King Street Village Centre,Motorbike,239,1.9689,103,0.9905,38,0.4277,58,0.7902,27,0.4491
King Street Village Centre,Bicycle,590,4.8553,287,2.7735,230,2.5636,109,1.4861,92,1.5051
King Street Village Centre,Walked only,1363,11.2123,1240,11.9809,922,10.2763,950,12.9201,979,16.0659
King Street Village Centre,Other,68,0.5621,81,0.7857,87,0.972,68,0.9308,54,0.8827
King Street Village Centre,Worked at home,469,3.8579,336,3.2439,306,3.4065,237,3.2237,190,3.1127
King Street Village Centre,Did not go to work,1209,9.9515,1261,12.1874,1171,13.0461,1026,13.9492,626,10.2802
King Street Village Centre,Not stated,54,0.4473,81,0.7872,75,0.84,77,1.051,174,2.8629
King Street Village Centre,Total employed persons aged 15+,12154,100,10348,100,8974,100,7354,100,6091,100
Kings Cross Village Centre,Train,2410,20.9899,1789,16.594,1939,20.3548,1849,20.1785,1494,21.0837
Kings Cross Village Centre,Bus,731,6.3699,687,6.3723,763,8.0097,807,8.804,1000,14.111
Kings Cross Village Centre,Tram or Ferry,7,0.061,13,0.1206,12,0.126,6,0.0655,9,0.127
Kings Cross Village Centre,Taxi,563,4.9024,280,2.5972,380,3.9891,415,4.5303,363,5.1264
Kings Cross Village Centre,Car - as driver,1951,16.9909,2006,18.6068,2093,21.9714,2062,22.4923,1368,19.3017
Kings Cross Village Centre,Car - as passenger,188,1.6371,263,2.4395,310,3.2543,333,3.6332,240,3.3904
Kings Cross Village Centre,Truck,8,0.0697,12,0.1113,12,0.126,0,0,0,0
Kings Cross Village Centre,Truck,8,0.209,12,0.3339,12,0.3779,0,0,0,0
Kings Cross Village Centre,Motorbike,158,1.3762,66,0.6122,37,0.3884,54,0.5892,36,0.5081
Kings Cross Village Centre,Bicycle,208,1.8134,105,0.9739,96,1.0078,74,0.8074,33,0.4658
Kings Cross Village Centre,Walked only,3506,30.541,3149,29.2088,2389,25.0787,2054,22.4106,1529,21.5812
Kings Cross Village Centre,Other,424,3.6927,1094,10.1475,179,1.8791,183,1.9966,40,0.5661
Kings Cross Village Centre,Worked at home,534,4.6487,524,4.8604,471,4.9444,377,4.1145,251,3.5441
Kings Cross Village Centre,Did not go to work,681,5.9277,694,6.4373,767,8.0516,817,8.9159,463,6.5362
Kings Cross Village Centre,Not stated,47,0.4094,99,0.9183,78,0.8188,134,1.462,259,3.6585
Kings Cross Village Centre,Total employed persons aged 15+,11481,100,10781,100,9526,100,9165,100,7085,100
Oxford Street Village Centre,Train,1193,10.853,752,8.7659,990,11.6361,878,11.019,651,9.6215
Oxford Street Village Centre,Bus,1669,15.1828,1285,14.9872,1383,16.2553,1335,16.7579,1386,20.4998
Oxford Street Village Centre,Tram or Ferry,7,0.0637,12,0.1385,9,0.1058,3,0.0376,25,0.3655
Oxford Street Village Centre,Taxi,362,3.2955,154,1.7937,184,2.1627,221,2.779,215,3.1812
Oxford Street Village Centre,Car - as driver,2157,19.6237,2027,23.6326,2013,23.6601,1989,24.9566,1579,23.3445
Oxford Street Village Centre,Car - as passenger,189,1.7202,222,2.5921,267,3.1382,270,3.3861,278,4.1159
Oxford Street Village Centre,Truck,0,0,18,0.2099,24,0.2821,0,0,0,0
Oxford Street Village Centre,Truck,0,0,18,0.6297,24,0.8463,0,0,0,0
Oxford Street Village Centre,Motorbike,149,1.3562,54,0.6345,33,0.3879,35,0.436,44,0.6486
Oxford Street Village Centre,Bicycle,332,3.0227,116,1.356,118,1.3869,96,1.203,87,1.2852
Oxford Street Village Centre,Walked only,3409,31.0247,2564,29.8955,2134,25.0823,1782,22.3691,1508,22.3047
Oxford Street Village Centre,Other,149,1.36,134,1.5625,101,1.1871,73,0.9161,41,0.6097
Oxford Street Village Centre,Worked at home,508,4.6254,409,4.7665,460,5.4067,349,4.3859,257,3.7992
Oxford Street Village Centre,Did not go to work,729,6.6293,734,8.5595,734,8.6272,842,10.5682,497,7.3491
Oxford Street Village Centre,Not stated,91,0.8281,95,1.1057,58,0.6817,94,1.1854,194,2.8751
Oxford Street Village Centre,Total employed persons aged 15+,10989,100,8576,100,8508,100,7968,100,6762,100
Redfern Street Village Centre,Train,2565,24.4867,1792,21.4514,1822,23.1832,1305,20.8902,905,17.9046
Redfern Street Village Centre,Bus,1175,11.2162,999,11.9571,1001,12.7289,740,11.846,784,15.5133
Redfern Street Village Centre,Tram or Ferry,0,0,13,0.1556,9,0.1145,9,0.1441,8,0.1544
Redfern Street Village Centre,Taxi,100,0.9548,111,1.3339,73,0.9287,63,1.003,98,1.9306
Redfern Street Village Centre,Car - as driver,2189,20.9032,2119,25.3557,2001,25.4595,1670,26.7375,1289,25.5127
Redfern Street Village Centre,Car - as passenger,189,1.8061,250,2.9907,274,3.4888,267,4.2791,225,4.452
Redfern Street Village Centre,Truck,10,0.0955,29,0.3442,35,0.4394,0,0,0,0
Redfern Street Village Centre,Truck,10,0.2864,29,1.0326,35,1.3183,0,0,0,0
Redfern Street Village Centre,Motorbike,200,1.9068,57,0.6847,50,0.6313,43,0.6869,35,0.6857
Redfern Street Village Centre,Bicycle,549,5.237,232,2.7762,178,2.2653,101,1.6095,80,1.5877
Redfern Street Village Centre,Walked only,2016,19.2467,1553,18.5864,1144,14.5602,950,15.2014,859,17.0024
Redfern Street Village Centre,Other,83,0.7886,96,1.1538,98,1.2439,80,1.2818,40,0.7926
Redfern Street Village Centre,Worked at home,370,3.5301,260,3.1172,277,3.5261,234,3.7494,152,3.0046
Redfern Street Village Centre,Did not go to work,889,8.4855,723,8.6502,773,9.8352,681,10.9076,391,7.7326
Redfern Street Village Centre,Not stated,131,1.2473,121,1.4429,125,1.595,104,1.6634,188,3.7269
Redfern Street Village Centre,Total employed persons aged 15+,10473,100,8355,100,7860,100,6247,100,5053,100
